,token,symbol,name,expiry,strike,lotsize,instrumenttype,exch_seg,tick_size
166,82554,BANKNIFTY25AUG2233400CE,BANKNIFTY,25AUG2022,3340000.000000,25,OPTIDX,NFO,5.000000
167,46010,BANKNIFTY08SEP2234000CE,BANKNIFTY,08SEP2022,3400000.000000,25,OPTIDX,NFO,5.000000
168,58409,BANKNIFTY29DEC2239000PE,BANKNIFTY,29DEC2022,3900000.000000,25,OPTIDX,NFO,5.000000
169,82660,BANKNIFTY25AUG2237100PE,BANKNIFTY,25AUG2022,3710000.000000,25,OPTIDX,NFO,5.000000
170,56215,BANKNIFTY29SEP2234700PE,BANKNIFTY,29SEP2022,3470000.000000,25,OPTIDX,NFO,5.000000
171,51724,BANKNIFTY15SEP2237900PE,BANKNIFTY,15SEP2022,3790000.000000,25,OPTIDX,NFO,5.000000
172,57000,BANKNIFTY29SEP2241100PE,BANKNIFTY,29SEP2022,4110000.000000,25,OPTIDX,NFO,5.000000
173,56327,BANKNIFTY29JUN2325500PE,BANKNIFTY,29JUN2023,2550000.000000,25,OPTIDX,NFO,5.000000
174,56039,BANKNIFTY25AUG2239900PE,BANKNIFTY,25AUG2022,3990000.000000,25,OPTIDX,NFO,5.000000
175,58954,BANKNIFTY22SEP2240300CE,BANKNIFTY,22SEP2022,4030000.000000,25,OPTIDX,NFO,5.000000
176,57045,BANKNIFTY27OCT2234000CE,BANKNIFTY,27OCT2022,3400000.000000,25,OPTIDX,NFO,5.000000
177,51889,BANKNIFTY15SEP2240900PE,BANKNIFTY,15SEP2022,4090000.000000,25,OPTIDX,NFO,5.000000
178,56080,BANKNIFTY25AUG2241100CE,BANKNIFTY,25AUG2022,4110000.000000,25,OPTIDX,NFO,5.000000
179,35084,BANKNIFTY25AUG2230500PE,BANKNIFTY,25AUG2022,3050000.000000,25,OPTIDX,NFO,5.000000
180,51535,BANKNIFTY15SEP2235500CE,BANKNIFTY,15SEP2022,3550000.000000,25,OPTIDX,NFO,5.000000
181,51946,BANKNIFTY15SEP2241900PE,BANKNIFTY,15SEP2022,4190000.000000,25,OPTIDX,NFO,5.000000
182,51654,BANKNIFTY15SEP2237200PE,BANKNIFTY,15SEP2022,3720000.000000,25,OPTIDX,NFO,5.000000
183,58388,BANKNIFTY29DEC2231500CE,BANKNIFTY,29DEC2022,3150000.000000,25,OPTIDX,NFO,5.000000
184,46206,BANKNIFTY08SEP2236300PE,BANKNIFTY,08SEP2022,3630000.000000,25,OPTIDX,NFO,5.000000
185,51419,BANKNIFTY01SEP2232200CE,BANKNIFTY,01SEP2022,3220000.000000,25,OPTIDX,NFO,5.000000
186,51549,BANKNIFTY01SEP2235800CE,BANKNIFTY,01SEP2022,3580000.000000,25,OPTIDX,NFO,5.000000
187,36278,BANKNIFTY29SEP2238300CE,BANKNIFTY,29SEP2022,3830000.000000,25,OPTIDX,NFO,5.000000
188,46466,BANKNIFTY08SEP2239800CE,BANKNIFTY,08SEP2022,3980000.000000,25,OPTIDX,NFO,5.000000
